fg_made,kick_distance,down,ydstogo,qtr,game_seconds_remaining,score_differential,home,indoor,temp,wind,precipitation,grass
0,57,4,4,1,3017,7,0,1,70,0,1,0
1,40,4,7,2,2552,0,0,1,70,0,1,0
1,31,4,10,2,1840,10,0,1,70,0,1,0
1,25,4,7,4,633,-1,0,1,70,0,1,0
1,53,4,5,4,388,-2,1,1,70,0,1,0
1,40,4,4,4,233,1,1,1,70,0,1,0
1,33,4,15,2,1810,21,0,0,59,6,0,1
1,24,4,5,1,3175,7,0,0,36,1,0,1
1,22,4,3,2,2260,-3,1,0,36,1,0,1
1,20,4,1,2,1820,0,1,0,36,1,0,1
1,32,4,11,4,856,11,0,0,36,1,0,1
1,27,4,2,1,3136,0,0,0,53,7,0,0
1,45,4,10,3,1642,-17,1,0,53,7,0,0
1,36,4,11,4,316,21,0,0,53,7,0,0
0,45,4,14,4,38,17,0,0,53,7,0,0
1,51,4,7,3,1464,14,1,1,70,0,0,1
1,41,4,11,3,1156,-17,0,1,70,0,0,1
0,43,4,6,2,2487,0,0,0,44,9,1,1
1,34,4,16,3,917,-14,1,0,44,9,1,1
0,42,4,1,4,616,11,0,0,44,9,1,1
1,34,4,10,4,429,-11,1,0,44,9,1,1
1,29,4,2,1,3410,0,1,1,70,0,1,1
1,26,4,8,2,2175,-10,0,1,70,0,1,1
1,35,4,14,2,2034,7,1,1,70,0,1,1
0,50,1,10,2,1802,10,1,1,70,0,1,1
1,27,4,9,3,1356,10,1,1,70,0,1,1
1,46,4,11,4,515,6,1,1,70,0,1,1
1,33,4,3,4,69,9,1,1,70,0,1,1
1,37,4,14,1,3303,0,0,0,80,13,0,1
1,53,4,4,1,3091,-3,1,0,80,13,0,1
1,30,4,3,3,1240,7,1,0,80,13,0,1
1,31,4,1,3,964,10,1,0,80,13,0,1
1,20,4,2,1,2808,0,1,0,54,2,0,1
1,50,4,3,2,2443,3,1,0,54,2,0,1
0,51,4,4,2,1900,6,1,0,54,2,0,1
1,57,1,10,2,1803,6,1,0,54,2,0,1
1,30,4,1,3,1305,9,1,0,54,2,0,1
1,41,4,6,4,812,12,1,0,54,2,0,1
1,50,4,14,2,2357,7,0,1,70,0,0,0
1,38,4,5,2,1995,17,0,1,70,0,0,0
0,57,4,15,2,1865,-20,1,1,70,0,0,0
1,42,1,10,2,1802,20,0,1,70,0,0,0
1,53,4,29,3,1261,23,0,1,70,0,0,0
1,51,4,15,4,336,11,0,1,70,0,0,0
0,30,4,3,1,3149,-7,0,1,70,0,0,0
1,38,4,2,2,2426,14,1,1,70,0,0,0
1,19,4,1,3,914,24,1,1,70,0,0,0
0,46,4,11,1,3333,0,1,0,54,10,0,1
1,22,4,4,1,2962,0,0,0,54,10,0,1
1,50,4,8,1,3221,0,1,1,70,0,0,0
1,32,4,2,2,2167,-10,0,1,70,0,0,0
1,21,2,3,5,821,0,1,1,70,0,0,0
1,19,4,1,2,2526,7,0,1,70,0,0,0
1,41,3,10,2,1804,-17,1,1,70,0,0,0
1,33,4,15,3,1352,20,0,1,70,0,0,0
1,23,4,5,4,560,30,0,1,70,0,0,0
0,39,4,3,1,2839,7,0,0,34,5,1,0
1,32,4,13,2,2315,-7,1,0,34,5,1,0
1,20,3,2,2,1803,11,0,0,34,5,1,0
1,28,4,8,4,120,7,0,0,34,5,1,0
1,41,2,10,4,43,-10,1,0,34,5,1,0
1,25,4,7,2,2607,7,1,1,70,0,0,0
1,36,4,7,4,494,31,1,1,70,0,0,0
1,44,4,8,2,2150,0,0,0,59,18,0,1
1,34,4,6,1,2718,-7,1,1,70,0,0,0
1,38,1,10,2,1807,-18,1,1,70,0,0,0
1,20,4,2,4,809,-8,1,1,70,0,0,0
1,20,4,2,4,189,12,0,1,70,0,0,0
0,46,4,10,1,3285,0,1,0,73,8,0,1
1,42,4,11,2,2393,-7,0,0,73,8,0,1
1,45,4,8,3,1162,18,1,0,73,8,0,1
1,49,4,14,1,2741,-7,1,1,70,0,0,1
1,35,4,4,2,1942,-11,1,1,70,0,0,1
0,20,4,2,4,120,22,0,1,70,0,0,1
0,24,4,1,2,2358,-7,1,0,35,10,0,1
1,41,4,9,2,1917,7,0,0,35,10,0,1
1,40,4,21,3,1145,-3,1,0,35,10,0,1
0,56,4,11,4,202,0,0,0,35,10,0,1
0,53,4,4,4,111,0,1,0,35,10,0,1
1,43,1,10,4,8,0,0,0,35,10,0,1
1,27,4,9,1,2980,-7,0,0,51,15,0,1
1,53,4,16,3,1575,-11,0,0,51,15,0,1
1,27,4,4,4,897,15,1,0,51,15,0,1
1,41,4,5,4,120,19,1,0,51,15,0,1
1,47,4,16,1,3203,-7,1,0,25,6,0,1
0,43,4,8,1,2745,-4,1,0,25,6,0,1
1,48,4,7,2,2612,4,0,0,25,6,0,1
1,36,4,5,2,1811,7,0,0,25,6,0,1
1,47,4,9,3,1265,-3,1,0,25,6,0,1
1,51,4,10,1,3355,0,1,1,70,0,0,1
1,56,4,12,2,2300,4,0,1,70,0,0,1
1,41,4,10,2,1841,7,0,1,70,0,0,1
1,39,4,9,3,1595,10,0,1,70,0,0,1
1,33,4,15,3,930,-13,1,1,70,0,0,1
1,41,4,4,1,3068,7,1,0,58,0,1,1
1,25,4,7,1,2898,-10,0,0,58,0,1,1
0,43,4,6,1,2779,7,1,0,58,0,1,1
1,35,4,6,2,2591,7,1,0,58,0,1,1
1,49,4,13,2,2129,-10,0,0,58,0,1,1
1,38,4,7,3,1608,0,0,0,58,0,1,1
1,42,4,3,4,527,-10,1,0,58,0,1,1
0,36,4,1,2,2659,7,0,1,70,0,0,0
1,37,4,3,2,1804,0,0,1,70,0,0,0
1,47,4,10,3,1531,-3,1,1,70,0,0,0
1,20,1,2,5,637,0,0,1,70,0,0,0
1,23,4,5,2,2169,7,1,0,51,7,0,0
1,21,4,3,3,1221,17,1,0,51,7,0,0
1,30,4,6,4,672,20,1,0,51,7,0,0
1,29,4,11,4,450,23,1,0,51,7,0,0
1,21,4,2,2,2188,-7,0,0,53,3,0,1
0,48,4,9,2,1905,4,1,0,53,3,0,1
1,31,4,13,4,801,-11,0,0,53,3,0,1
1,51,4,10,4,171,8,1,0,53,3,0,1
1,51,4,27,2,2316,-7,0,0,39,13,0,0
1,27,4,1,4,851,10,0,0,39,13,0,0
1,40,4,8,4,676,-13,1,0,39,13,0,0
0,21,4,3,2,2659,-14,0,0,45,3,1,0
1,33,4,9,2,2423,-21,0,0,45,3,1,0
1,54,4,23,2,1835,-25,0,0,45,3,1,0
1,29,4,11,1,3028,0,1,0,59,8,0,1
1,49,4,3,2,2161,-4,1,0,59,8,0,1
1,26,4,4,2,2679,14,1,0,24,9,0,1
1,48,4,5,2,2085,17,1,0,24,9,0,1
1,45,4,10,2,2490,-7,0,0,40,11,0,1
1,42,4,8,2,2262,-4,0,0,40,11,0,1
1,38,4,18,2,1821,-6,1,0,40,11,0,1
1,30,4,9,3,1386,-10,1,0,40,11,0,1
1,35,4,7,1,3037,0,0,0,50,5,0,1
1,31,4,8,2,2627,3,0,0,50,5,0,1
0,44,4,9,2,2349,-6,1,0,50,5,0,1
0,40,4,7,2,1829,1,1,0,50,5,0,1
1,43,4,7,3,1570,1,1,0,50,5,0,1
1,26,4,8,4,550,18,1,0,50,5,0,1
1,47,4,2,3,1280,0,1,0,26,8,0,0
1,32,4,9,3,1049,3,1,0,26,8,0,0
0,45,4,5,4,539,1,0,0,26,8,0,0
1,38,4,9,4,440,-1,1,0,26,8,0,0
1,49,4,6,4,86,-9,0,0,26,8,0,0
1,20,4,2,1,3044,0,0,1,70,0,0,0
0,54,4,8,2,2514,3,0,1,70,0,0,0
1,31,4,8,2,1844,-4,0,1,70,0,0,0
1,53,1,10,2,1805,1,1,1,70,0,0,0
1,42,4,5,4,253,10,0,1,70,0,0,0
1,44,4,1,1,3058,0,1,1,70,0,0,0
1,33,4,1,1,2884,4,0,1,70,0,0,0
0,43,4,6,2,2058,7,0,1,70,0,0,0
1,40,4,9,2,1914,14,0,1,70,0,0,0
1,28,4,7,3,1014,3,0,1,70,0,0,0
1,20,4,2,4,651,6,0,1,70,0,0,0
0,39,4,8,2,2570,0,0,0,28,12,0,1
1,41,4,3,2,2277,0,1,0,28,12,0,1
1,51,4,10,2,2032,-3,0,0,28,12,0,1
0,37,4,2,1,3124,0,1,0,37,9,0,1
1,48,4,5,4,854,-7,0,0,37,9,0,1
1,54,4,2,1,3352,0,1,1,70,0,0,0
1,37,4,4,2,2695,10,1,1,70,0,0,0
1,51,4,5,2,1801,-13,0,1,70,0,0,0
1,40,4,4,4,745,-3,0,1,70,0,0,0
1,29,1,10,4,3,0,1,1,70,0,0,0
1,51,4,12,1,2712,-7,0,1,70,0,0,0
1,37,4,5,2,2427,-4,0,1,70,0,0,0
1,37,4,7,3,1227,-1,0,1,70,0,0,0
0,52,4,12,4,798,-5,0,1,70,0,0,0
1,48,4,19,4,750,21,1,0,39,4,0,1
1,23,4,3,2,2696,-7,0,0,35,10,0,1
0,33,4,6,2,2376,-4,0,0,35,10,0,1
1,42,4,9,4,493,32,1,0,35,10,0,1
0,41,4,10,2,2187,-14,0,0,28,15,0,0
1,47,4,10,1,3245,0,0,0,28,18,0,0
1,23,4,5,2,2458,-4,0,0,28,18,0,0
1,28,4,2,2,2033,-1,0,0,28,18,0,0
0,30,4,6,3,1702,-5,0,0,28,18,0,0
0,50,4,3,3,1099,5,1,0,28,18,0,0
0,46,4,4,3,957,5,1,0,28,18,0,0
1,30,4,10,1,2954,7,1,0,50,3,0,1
0,28,4,9,2,1915,-21,0,0,32,13,0,0
1,43,4,17,2,2445,0,1,0,41,1,0,0
0,51,1,10,2,1810,4,0,0,41,1,0,0
1,49,4,12,3,1545,-4,1,0,41,1,0,0
1,39,4,5,3,1236,1,0,0,41,1,0,0
1,25,4,7,4,687,-3,0,0,41,1,0,0
1,48,4,2,1,3088,0,0,1,70,0,0,0
1,28,4,4,1,2847,-3,1,1,70,0,0,0
1,22,4,4,2,1987,7,0,1,70,0,0,0
1,42,4,10,3,1552,10,0,1,70,0,0,0
1,48,4,2,1,3174,0,1,1,70,0,1,1
1,27,4,3,2,2591,3,1,1,70,0,1,1
1,22,4,3,2,1943,-1,1,1,70,0,1,1
1,34,4,3,3,1373,-9,0,1,70,0,1,1
1,24,4,6,4,861,6,1,1,70,0,1,1
1,47,4,2,4,548,-9,0,1,70,0,1,1
1,23,4,5,2,2483,0,1,0,49,8,0,0
1,47,4,7,2,1951,-3,0,0,49,8,0,0
1,52,4,1,2,1803,-7,0,0,49,8,0,0
1,26,4,4,3,944,-11,0,0,49,8,0,0
0,40,4,9,4,709,-8,0,0,49,8,0,0
1,33,4,7,1,3271,0,0,0,29,9,0,1
1,20,4,1,2,2009,4,1,0,29,9,0,1
1,32,4,12,2,2529,-14,0,0,52,3,0,1
1,29,4,2,2,1804,-4,0,0,52,3,0,1
1,22,4,4,4,335,7,0,0,52,3,0,1
0,52,4,8,2,1881,7,1,0,13,8,0,1
1,47,4,5,6,804,0,0,0,13,8,0,1
1,36,4,1,2,1803,0,1,0,48,5,0,1
1,31,4,1,3,1418,-3,0,0,48,5,0,1
1,27,4,7,1,3540,0,0,0,51,10,0,0
1,37,4,13,2,2420,4,1,0,51,10,0,0
1,55,3,5,2,1802,-7,0,0,51,10,0,0
1,38,4,12,4,78,10,1,0,51,10,0,0
1,39,4,3,1,3284,0,1,1,70,0,0,0
1,37,4,10,2,2357,10,1,1,70,0,0,0
1,49,1,10,4,13,-1,1,1,70,0,0,0
1,31,4,2,1,3085,0,1,0,41,18,0,0
1,25,2,7,2,1804,3,1,0,41,18,0,0
1,35,4,4,1,2904,7,1,1,70,0,0,0
0,38,4,5,3,1251,-3,0,1,70,0,0,0
1,36,4,18,1,2943,-7,1,1,70,0,0,0
1,27,4,2,2,1803,-18,1,1,70,0,0,0
1,34,4,2,3,1094,-8,1,1,70,0,0,0
1,19,4,1,4,777,5,0,1,70,0,0,0
1,38,4,2,4,263,2,0,1,70,0,0,0
1,36,4,2,2,2484,-7,1,1,70,0,0,0
1,30,4,8,2,2127,4,0,1,70,0,0,0
0,50,1,10,2,1805,0,0,1,70,0,0,0
1,25,4,7,3,1740,0,1,1,70,0,0,0
1,38,4,8,4,547,-3,1,1,70,0,0,0
1,48,4,3,4,45,0,1,1,70,0,0,0
1,23,4,5,1,2790,7,0,1,70,0,0,0
1,48,4,7,2,2458,-10,1,1,70,0,0,0
1,31,4,13,2,1910,0,1,1,70,0,0,0
1,22,4,2,4,196,3,1,1,70,0,0,0
1,25,4,7,2,1810,0,0,0,83,7,1,1
1,30,4,4,4,333,-18,0,0,83,7,1,1
1,58,4,6,2,1813,-7,1,0,73,11,0,1
0,48,4,6,2,1897,7,1,0,69,6,0,1
1,27,4,9,4,861,0,1,0,69,6,0,1
1,33,4,4,4,30,3,1,0,69,6,0,1
0,51,4,11,2,1926,-7,0,0,70,10,0,1
1,41,3,9,4,5,0,0,0,70,10,0,1
1,45,4,12,1,2793,0,0,0,70,13,0,1
1,49,4,14,2,2622,3,0,0,70,13,0,1
1,39,4,10,3,1085,-6,1,0,70,13,0,1
1,36,4,3,4,242,10,0,0,70,13,0,1
1,33,4,5,1,3000,-7,1,1,70,0,0,0
1,42,4,11,2,2692,-4,1,1,70,0,0,0
1,52,4,1,3,1307,-6,0,1,70,0,0,0
1,48,4,11,1,2991,7,0,0,65,11,0,0
1,33,4,15,4,652,-4,0,0,65,11,0,0
1,35,3,13,4,9,-1,0,0,65,11,0,0
1,30,4,7,1,3487,0,1,1,70,0,0,0
1,20,4,2,1,2827,-3,0,1,70,0,0,0
1,38,4,8,2,2407,0,1,1,70,0,0,0
1,45,4,1,4,736,10,1,1,70,0,0,0
0,48,4,5,2,1804,-7,0,1,70,0,0,0
1,38,4,1,3,1246,-7,0,1,70,0,0,0
1,48,4,10,1,3260,-7,0,0,80,9,0,1
0,40,4,19,3,1290,-26,1,0,80,9,0,1
1,27,4,8,2,2380,0,0,0,87,7,0,1
1,40,4,15,3,1046,-4,0,0,87,7,0,1
1,43,4,11,2,2466,-5,1,0,82,9,0,0
1,30,4,2,4,309,-2,1,0,82,9,0,0
1,37,4,3,4,38,-1,0,0,82,9,0,0
1,48,1,10,4,15,-2,1,0,82,9,0,0
1,26,4,4,3,1173,5,0,0,73,9,0,1
1,44,4,18,4,366,8,0,0,73,9,0,1
1,27,4,2,4,237,11,0,0,73,9,0,1
0,42,4,8,1,3195,0,1,0,65,10,0,0
1,55,4,5,2,2446,0,1,0,65,10,0,0
1,20,4,2,3,1552,-4,1,0,65,10,0,0
1,27,4,9,4,767,0,0,0,65,10,0,0
1,25,4,5,4,524,3,0,0,65,10,0,0
1,48,4,6,4,438,-6,1,0,65,10,0,0
1,39,4,1,4,102,3,0,0,65,10,0,0
0,50,4,7,1,3372,0,1,0,75,6,0,0
1,21,4,3,1,3222,0,0,0,75,6,0,0
0,44,4,7,2,1842,-3,1,0,75,6,0,0
1,51,3,7,2,1811,3,0,0,75,6,0,0
1,51,4,14,1,3006,-7,0,0,72,6,0,1
0,57,4,10,2,1813,-3,1,0,72,6,0,1
1,30,4,12,3,1319,3,0,0,72,6,0,1
1,40,4,1,4,850,1,1,0,72,6,0,1
1,53,4,10,4,235,-4,0,0,72,6,0,1
1,36,4,9,1,3165,0,1,0,70,3,0,0
1,24,4,3,2,2217,-4,1,0,70,3,0,0
1,41,4,2,2,1944,-1,1,0,70,3,0,0
1,42,4,5,2,1852,-2,0,0,70,3,0,0
1,47,4,8,4,162,15,0,0,70,3,0,0
0,47,4,5,1,2913,0,0,1,70,0,0,1
1,47,4,7,2,2509,0,1,1,70,0,0,1
1,23,4,5,3,1537,-4,1,1,70,0,0,1
1,43,4,17,3,1157,-8,1,1,70,0,0,1
1,33,4,2,4,863,-5,1,1,70,0,0,1
0,47,4,3,4,532,2,0,1,70,0,0,1
1,27,4,9,2,2270,-7,0,0,76,10,0,1
0,35,4,2,2,2051,4,1,0,76,10,0,1
1,46,4,10,2,1808,4,1,0,76,10,0,1
1,30,4,7,3,1462,7,1,0,76,10,0,1
1,29,4,1,4,833,10,1,0,76,10,0,1
1,29,4,4,4,364,13,1,0,76,10,0,1
0,52,4,1,1,3427,0,1,0,74.40157032856871,7.619440709441476,0,0
1,30,4,8,1,2952,-7,1,0,74.40157032856871,7.619440709441476,0,0
1,54,4,2,2,1802,-3,0,0,74.40157032856871,7.619440709441476,0,0
1,38,4,9,3,1600,0,1,0,74.40157032856871,7.619440709441476,0,0
1,20,4,2,2,1802,0,1,0,60,6,1,1
1,28,4,6,3,1056,-3,0,0,60,6,1,1
1,28,4,5,4,488,0,0,0,60,6,1,1
1,22,4,4,4,197,3,0,0,60,6,1,1
1,44,4,17,1,3335,0,0,0,93,8,0,1
0,43,4,8,2,2443,3,0,0,93,8,0,1
1,41,4,19,3,1389,3,0,0,93,8,0,1
0,47,4,3,4,70,1,1,0,93,8,0,1
1,27,2,9,4,5,-1,0,0,93,8,0,1
1,21,4,3,1,3260,7,1,0,72,8,0,0
1,37,4,17,1,2946,-10,0,0,72,8,0,0
1,30,4,5,2,2109,7,1,0,72,8,0,0
0,43,4,10,2,1804,10,1,0,72,8,0,0
1,44,4,2,1,3347,0,0,0,62,5,0,0
1,41,4,10,2,2599,4,1,0,62,5,0,0
1,25,4,7,4,474,7,1,0,62,5,0,0
1,49,4,10,1,3152,0,0,0,71,6,0,1
1,25,4,7,1,3033,-3,1,0,71,6,0,1
1,44,4,4,2,2286,7,0,0,71,6,0,1
0,46,1,10,2,1809,-3,1,0,71,6,0,1
1,48,4,3,3,1310,-10,1,0,71,6,0,1
1,33,4,7,4,651,0,0,0,71,6,0,1
1,32,4,10,4,115,-3,1,0,71,6,0,1
1,46,4,7,4,11,0,0,0,71,6,0,1
1,30,4,10,2,2156,2,1,0,64,6,0,0
1,21,4,3,3,1163,-12,0,0,64,6,0,0
1,37,4,4,4,696,16,1,0,64,6,0,0
1,29,4,5,2,2193,-21,0,1,70,0,0,0
1,38,2,15,2,1814,18,1,1,70,0,0,0
0,50,4,2,1,2820,0,1,1,70,0,0,1
0,50,4,2,2,2367,0,1,1,70,0,0,1
0,48,4,3,2,2087,0,0,1,70,0,0,1
1,47,4,16,2,1804,0,0,1,70,0,0,1
0,46,4,4,4,0,0,1,1,70,0,0,1
1,28,4,10,1,3185,0,1,0,56,4,1,1
0,50,4,6,3,1513,-24,0,0,56,4,1,1
1,31,4,3,3,1148,7,1,1,70,0,0,0
1,52,4,2,2,2583,7,0,0,89,8,0,1
1,20,4,1,2,1928,3,0,0,89,8,0,1
1,46,2,10,2,1802,-6,1,0,89,8,0,1
1,50,4,2,3,1465,-10,1,0,89,8,0,1
1,33,4,10,4,703,0,0,0,89,8,0,1
0,35,4,4,4,290,3,0,0,89,8,0,1
1,37,4,8,2,2628,-7,0,0,67,24,0,0
1,23,4,5,2,2400,-4,0,0,67,24,0,0
1,47,3,3,2,1805,8,1,0,67,24,0,0
1,34,4,5,3,1491,11,1,0,67,24,0,0
1,43,4,7,3,1402,-14,0,0,67,24,0,0
1,26,4,5,3,1238,-11,0,0,67,24,0,0
1,47,4,9,1,3187,0,0,0,56,5,0,1
1,27,4,4,2,2619,-17,1,0,56,5,0,1
1,32,4,6,3,1558,14,0,0,56,5,0,1
1,36,4,2,3,1243,-17,1,0,56,5,0,1
1,44,4,10,4,643,-7,1,0,56,5,0,1
1,38,4,2,2,2172,0,0,1,70,0,0,0
1,43,4,9,2,1872,-10,1,1,70,0,0,0
1,30,4,2,4,650,0,1,1,70,0,0,0
1,32,4,10,2,1849,0,0,0,72,8,0,1
1,43,4,6,3,1636,-3,1,0,72,8,0,1
1,28,4,10,4,673,0,0,0,72,8,0,1
1,21,4,3,4,104,-10,1,0,72,8,0,1
1,41,4,7,2,2700,-14,0,0,63,13,0,0
1,19,4,1,2,2196,-4,0,0,63,13,0,0
1,26,4,8,2,1803,-1,0,0,63,13,0,0
0,52,4,9,3,932,-9,1,0,63,13,0,0
1,27,4,9,1,3130,0,0,0,73,9,0,0
1,29,4,4,2,2700,3,0,0,73,9,0,0
1,28,4,5,2,2055,-6,1,0,73,9,0,0
1,47,2,1,2,1804,-11,0,0,73,9,0,0
1,45,4,10,4,554,15,1,0,73,9,0,0
1,43,4,5,4,73,18,1,0,73,9,0,0
1,43,4,12,2,2220,0,0,0,66,5,0,1
1,41,4,10,3,1311,3,0,0,66,5,0,1
0,51,4,9,4,766,6,0,0,66,5,0,1
1,21,4,3,2,2384,14,1,0,61,17,1,0
1,33,4,9,3,911,-31,0,0,61,17,1,0
1,33,4,15,1,3432,0,0,0,73,4,0,1
0,51,4,6,2,2576,4,0,0,73,4,0,1
1,31,4,9,2,2305,4,0,0,73,4,0,1
1,34,4,3,2,1950,7,0,0,73,4,0,1
1,29,4,3,3,1293,-10,1,0,73,4,0,1
0,48,4,12,3,1067,-7,1,0,73,4,0,1
1,38,4,5,4,204,7,0,0,73,4,0,1
0,38,4,13,2,2502,-7,0,0,75,15,0,1
1,53,4,20,2,2208,7,1,0,75,15,0,1
1,53,4,9,1,2753,7,1,0,64,16,0,1
1,41,4,6,2,1824,17,1,0,64,16,0,1
1,40,4,5,3,1426,20,1,0,64,16,0,1
1,20,4,2,2,2585,-7,1,0,72,7,0,1
1,44,4,26,2,2093,4,0,0,72,7,0,1
0,38,2,1,2,1802,0,0,0,72,7,0,1
0,43,4,1,3,1333,0,1,0,72,7,0,1
1,37,4,6,4,372,-7,1,0,72,7,0,1
1,19,4,1,1,2830,7,1,1,70,0,0,0
0,35,4,8,3,1480,24,1,1,70,0,0,0
0,38,4,2,1,3315,0,0,0,65,9,0,0
1,30,4,7,1,2810,0,0,0,65,9,0,0
1,53,3,2,2,1803,11,1,0,65,9,0,0
1,46,4,3,3,1123,14,1,0,65,9,0,0
1,33,4,1,4,503,17,1,0,65,9,0,0
1,50,4,13,2,1832,7,1,0,84,5,0,1
1,42,4,13,4,681,-10,0,0,84,5,0,1
1,27,4,9,4,93,0,0,0,84,5,0,1
1,27,4,5,1,3075,0,1,0,67,15,0,0
1,27,4,2,1,2887,3,1,0,67,15,0,0
1,22,4,4,3,1019,6,1,0,67,15,0,0
1,35,4,10,4,436,-9,0,0,67,15,0,0
1,24,4,5,4,248,-6,0,0,67,15,0,0
1,34,4,3,1,3218,0,0,1,70,0,0,0
1,23,4,1,1,2862,-3,1,1,70,0,0,0
1,31,4,6,2,2672,0,1,1,70,0,0,0
1,41,4,2,2,2424,-4,1,1,70,0,0,0
1,28,2,10,2,1803,-20,0,1,70,0,0,0
1,25,4,5,3,1448,-17,0,1,70,0,0,0
1,43,4,4,4,542,21,1,1,70,0,0,0
1,25,4,2,2,2450,-7,0,0,68,9,0,1
0,37,4,5,2,2252,4,1,0,68,9,0,1
0,49,4,4,2,1804,4,1,0,68,9,0,1
1,51,4,23,3,1214,4,1,0,68,9,0,1
1,43,4,3,3,941,-7,0,0,68,9,0,1
0,56,4,6,2,2263,0,0,0,80,7,0,1
1,36,4,3,2,2116,0,1,0,80,7,0,1
1,42,4,3,2,1802,-11,1,0,80,7,0,1
1,23,4,5,4,890,-1,1,0,80,7,0,1
1,53,4,4,1,3198,0,1,0,80,12,1,1
1,22,4,4,2,2686,-3,0,0,80,12,1,1
1,46,4,23,2,1898,14,0,0,80,12,1,1
1,28,4,6,4,115,31,0,0,80,12,1,1
1,34,4,8,1,3139,-7,0,1,70,0,1,0
0,43,4,2,3,1079,25,1,1,70,0,1,0
1,29,4,3,4,440,18,1,1,70,0,1,0
1,23,4,5,1,3267,0,1,1,70,0,0,0
1,48,4,8,2,2007,4,0,1,70,0,0,0
1,22,4,4,3,1229,0,0,1,70,0,0,0
1,45,4,14,4,717,-10,1,1,70,0,0,0
1,49,4,5,4,383,14,0,1,70,0,0,0
1,25,4,1,4,180,-10,1,1,70,0,0,0
1,51,4,2,2,1920,0,1,0,66,0,0,1
0,44,2,8,2,1806,-3,0,0,66,0,0,1
1,26,4,2,1,2963,7,1,0,74,4,0,1
1,45,4,5,2,2700,-10,0,0,74,4,0,1
1,47,4,10,2,1950,-14,0,0,74,4,0,1
1,35,4,4,1,3067,-7,0,0,76,8,0,1
1,25,4,4,2,2662,-11,0,0,76,8,0,1
0,46,4,21,4,646,-36,0,0,76,8,0,1
1,53,4,11,4,418,36,1,0,76,8,0,1
1,54,4,8,1,3432,0,1,0,54,11,0,1
1,26,4,8,2,2023,-10,0,0,54,11,0,1
1,37,4,2,2,1841,7,1,0,54,11,0,1
0,44,4,2,4,413,10,1,0,54,11,0,1
1,28,4,9,4,220,-10,0,0,54,11,0,1
1,48,4,3,1,3375,0,0,1,70,0,0,1
1,22,4,4,2,2034,11,1,1,70,0,0,1
1,42,4,4,2,1806,14,1,1,70,0,0,1
1,39,4,10,3,1138,-17,0,1,70,0,0,1
1,45,4,1,5,203,0,0,1,70,0,0,1
0,53,4,13,1,3252,0,0,1,70,0,0,0
1,40,4,2,1,3133,0,1,1,70,0,0,0
0,71,4,0,2,1804,11,0,1,70,0,0,0
1,25,4,7,2,2663,-14,0,0,77,13,0,1
0,52,4,1,3,1315,4,1,0,77,13,0,1
1,42,4,7,1,3328,0,0,0,87,5,0,1
1,37,4,5,1,2840,-3,1,0,87,5,0,1
1,50,4,12,2,2517,0,0,0,87,5,0,1
1,25,4,3,2,2291,-3,1,0,87,5,0,1
1,25,4,4,3,1160,0,0,0,87,5,0,1
1,48,4,9,4,583,-10,1,0,87,5,0,1
1,44,4,2,4,106,0,0,0,87,5,0,1
0,57,4,15,4,38,-3,1,0,87,5,0,1
1,52,4,7,1,3055,7,0,0,75,6,0,1
1,30,4,10,2,2668,-10,1,0,75,6,0,1
1,24,4,6,4,754,0,1,0,75,6,0,1
1,44,4,5,4,146,3,1,0,75,6,0,1
1,22,4,3,1,3152,0,0,1,70,0,0,1
1,42,4,15,2,2314,-3,1,1,70,0,0,1
1,51,2,20,2,1802,0,0,1,70,0,0,1
1,50,4,4,4,222,6,1,1,70,0,0,1
1,43,4,25,2,2537,7,1,1,70,0,0,0
1,48,2,10,2,1804,-11,1,1,70,0,0,0
1,48,4,5,3,1109,8,0,1,70,0,0,0
1,50,4,5,4,582,-3,0,1,70,0,0,0
1,28,4,10,4,2,0,0,1,70,0,0,0
1,26,4,8,1,2788,0,1,0,59,10,0,1
1,52,4,9,2,2484,3,1,0,59,10,0,1
1,53,4,15,2,1820,-6,0,0,59,10,0,1
1,31,4,1,3,1207,3,1,0,59,10,0,1
1,42,4,3,4,619,13,1,0,59,10,0,1
1,45,4,13,4,234,16,1,0,59,10,0,1
0,45,4,12,1,3152,-7,0,0,76,9,0,1
1,41,4,3,3,1626,-21,0,0,76,9,0,1
1,38,4,15,3,1220,18,1,0,76,9,0,1
1,24,4,6,4,648,28,1,0,76,9,0,1
1,48,4,4,1,2718,0,0,1,70,0,0,0
1,32,4,2,2,2527,-3,1,1,70,0,0,0
1,34,4,8,3,1105,-14,0,1,70,0,0,0
1,37,4,9,4,891,11,1,1,70,0,0,0
1,29,4,1,2,2700,7,0,0,74,10,0,1
1,24,4,5,2,1814,10,0,0,74,10,0,1
1,22,4,4,3,1301,-6,1,0,74,10,0,1
1,33,4,8,4,255,3,0,0,74,10,0,1
1,48,4,7,4,137,6,0,0,74,10,0,1
0,32,1,10,4,2,-9,1,0,74,10,0,1
1,39,4,6,2,1997,0,1,0,68,7,0,0
1,42,4,6,2,1813,-3,0,0,68,7,0,0
1,50,4,17,3,1248,0,1,0,68,7,0,0
1,19,4,1,4,390,-10,0,0,68,7,0,0
1,47,4,7,1,3162,0,0,0,60,10,0,1
1,19,4,1,1,3063,3,0,0,60,10,0,1
1,36,4,1,3,1388,13,0,0,60,10,0,1
