fg_made,kick_distance,down,ydstogo,qtr,game_seconds_remaining,score_differential,home,indoor,temp,wind,precipitation,grass
1,32,4,14,2,2173,0,0,0,46,12,0,1
1,23,4,6,3,962,4,1,0,46,12,0,1
0,44,4,10,4,869,-7,0,0,46,12,0,1
1,33,4,9,4,173,14,1,0,46,12,0,1
1,35,4,7,1,3124,0,1,0,67,15,0,1
1,33,4,3,3,1569,18,0,0,67,15,0,1
1,48,4,4,2,2087,-7,1,1,70,0,0,0
1,50,2,10,2,1803,4,0,1,70,0,0,0
1,21,4,2,1,3287,0,0,0,60,0,0,1
1,40,4,7,2,2166,-3,1,0,60,0,0,1
1,50,4,1,2,1963,0,0,0,60,0,0,1
1,31,4,13,1,2826,-7,0,0,78,9,0,1
0,51,4,12,2,1915,11,1,0,78,9,0,1
0,42,4,1,4,141,2,0,0,78,9,0,1
1,47,4,9,2,2572,-7,0,0,45,25,0,0
0,43,4,11,2,2240,4,1,0,45,25,0,0
1,43,4,4,3,1583,-3,1,0,45,25,0,0
1,28,4,9,4,900,-7,0,0,45,25,0,0
1,20,4,2,4,525,4,1,0,45,25,0,0
1,39,4,5,3,1051,7,0,1,70,0,0,0
1,45,4,1,4,793,-10,1,1,70,0,0,0
1,51,4,14,2,2097,0,0,0,86,14,0,0
1,47,4,6,2,1820,-3,1,0,86,14,0,0
1,39,4,9,3,1239,0,1,0,86,14,0,0
1,53,4,13,3,1214,7,0,1,70,0,0,0
1,28,4,3,4,364,-4,0,1,70,0,0,0
1,40,4,9,1,2839,7,1,0,50,12,0,1
1,33,4,6,2,2379,-17,0,0,50,12,0,1
1,39,4,4,2,1992,14,1,0,50,12,0,1
1,40,4,4,2,1839,-17,0,0,50,12,0,1
1,28,4,5,3,1445,-14,0,0,50,12,0,1
1,30,4,8,4,407,3,1,0,50,12,0,1
1,31,4,9,4,185,-6,0,0,50,12,0,1
1,43,4,5,2,1936,-14,1,0,53,9,0,0
0,35,4,7,2,2368,7,0,1,70,0,0,0
0,48,4,4,2,1825,0,0,1,70,0,0,0
0,56,3,2,2,1803,0,1,1,70,0,0,0
0,44,4,1,4,74,7,1,1,70,0,0,0
1,41,4,5,1,3046,0,0,0,42,12,0,1
1,26,4,2,4,677,3,0,0,42,12,0,1
1,46,4,13,4,313,-6,1,0,42,12,0,1
1,19,4,1,1,3439,0,0,0,69,9,0,1
1,24,4,6,1,3378,0,0,0,52,3,1,0
1,24,4,6,1,2966,-3,1,0,52,3,1,0
1,21,4,3,3,1363,-14,0,0,52,3,1,0
0,50,4,3,3,967,11,1,0,52,3,1,0
1,19,4,1,4,284,11,1,0,52,3,1,0
1,22,4,2,2,2610,0,1,0,80,7,1,1
1,22,4,1,3,1647,10,1,0,80,7,1,1
1,46,4,9,1,3217,0,0,0,55,8,0,1
1,26,4,8,1,3020,-3,1,0,55,8,0,1
1,24,4,5,1,2759,0,0,0,55,8,0,1
1,40,4,14,2,1803,11,1,0,55,8,0,1
0,49,4,5,2,2649,-7,0,0,61,7,0,0
1,53,4,21,2,2141,7,1,0,61,7,0,0
1,34,3,12,2,1804,3,1,0,61,7,0,0
1,29,4,2,3,1312,-6,0,0,61,7,0,0
1,35,4,7,4,456,10,1,0,61,7,0,0
1,19,4,1,2,2246,0,1,0,52,8,0,0
1,25,4,4,4,502,-4,1,0,52,8,0,0
1,26,4,7,2,1916,0,0,1,70,0,0,0
1,32,4,12,3,1095,-4,0,1,70,0,0,0
1,26,4,5,4,896,-1,0,1,70,0,0,0
1,34,4,17,4,577,-2,1,1,70,0,0,0
1,53,4,15,4,43,0,0,1,70,0,0,0
1,28,4,2,1,3116,0,1,0,62,10,0,1
1,42,4,5,1,2713,3,1,0,62,10,0,1
1,44,4,1,2,2217,6,1,0,62,10,0,1
1,40,4,8,4,594,-5,1,0,62,10,0,1
1,41,4,8,4,274,2,0,0,62,10,0,1
1,41,4,5,1,3218,0,1,0,46,15,1,1
1,27,4,9,2,2375,3,1,0,46,15,1,1
1,38,4,6,2,2444,-7,1,0,58,6,0,1
1,38,4,20,4,652,4,0,0,58,6,0,1
1,50,4,2,5,307,0,0,0,58,6,0,1
1,28,4,8,1,3203,0,1,0,58,7,0,1
1,21,4,4,1,2911,3,1,0,58,7,0,1
0,29,4,10,2,1856,-6,0,0,58,7,0,1
0,46,4,3,3,1610,6,1,0,58,7,0,1
1,44,4,8,3,1061,1,0,0,58,7,0,1
1,54,4,11,2,2194,-7,0,0,77,0,0,1
1,55,4,3,2,1986,4,1,0,77,0,0,1
1,55,4,18,2,1866,7,1,0,77,0,0,1
1,50,4,1,3,1076,10,1,0,77,0,0,1
1,43,4,12,4,532,14,1,0,82,7,0,1
1,40,4,16,1,3241,0,0,1,70,0,0,0
1,29,4,5,1,2778,-3,1,1,70,0,0,0
1,29,4,7,4,621,14,1,1,70,0,0,0
1,25,4,4,1,3277,0,1,0,55,21,1,0
0,64,2,22,2,1806,-10,0,0,55,21,1,0
1,24,4,5,1,2922,-7,0,0,54,12,0,1
1,43,4,6,2,1823,3,0,0,54,12,0,1
0,49,1,10,2,1801,6,0,0,54,12,0,1
1,20,4,3,1,3439,0,1,0,73,22,0,1
1,44,4,1,1,2843,-3,0,0,73,22,0,1
1,41,4,5,2,2097,0,1,0,73,22,0,1
1,43,4,13,4,900,3,1,0,73,22,0,1
1,30,4,13,3,1627,-7,0,0,49,6,0,0
1,27,4,9,3,1308,4,1,0,49,6,0,0
1,45,4,9,4,812,7,1,0,49,6,0,0
1,22,4,4,4,345,10,1,0,49,6,0,0
1,28,4,2,1,3213,0,0,0,69,5,0,1
1,23,4,2,2,2671,-3,1,0,69,5,0,1
1,45,4,3,2,2318,0,1,0,69,5,0,1
1,50,4,4,3,1194,-3,0,0,69,5,0,1
1,40,4,9,4,423,7,1,0,78,0,1,0
1,37,4,5,1,3060,0,0,0,78,9,0,1
1,39,4,7,3,1674,10,0,0,78,9,0,1
0,35,4,10,4,715,-13,1,0,78,9,0,1
1,32,4,4,2,1850,14,1,0,67,10,0,1
0,54,4,15,2,1811,-17,0,0,67,10,0,1
1,44,4,2,2,2197,-7,0,0,73.21833384948884,3.650356147414033,0,1
0,49,4,14,2,1821,-4,0,0,73.21833384948884,3.650356147414033,0,1
1,38,1,10,2,1801,4,1,0,73.21833384948884,3.650356147414033,0,1
1,21,4,1,4,408,7,1,0,73.21833384948884,3.650356147414033,0,1
1,36,4,8,4,236,-10,0,0,73.21833384948884,3.650356147414033,0,1
1,49,2,4,2,1801,7,1,0,52,3,0,0
1,43,4,3,4,777,24,1,0,52,3,0,0
1,43,4,11,1,3400,0,0,0,64,13,0,1
1,19,4,1,2,1929,18,1,0,64,13,0,1
1,25,4,7,3,1544,-21,0,0,64,13,0,1
1,29,4,8,3,1030,18,1,0,64,13,0,1
1,50,4,20,1,3382,0,0,1,70,0,0,0
0,38,4,9,2,2356,-17,1,1,70,0,0,0
1,30,3,12,2,1805,17,0,1,70,0,0,0
1,48,4,7,1,2746,0,0,0,50,7,0,1
1,52,4,6,2,2612,-3,1,0,50,7,0,1
1,51,4,8,2,2184,0,0,0,50,7,0,1
1,45,4,14,2,2080,-3,1,0,50,7,0,1
0,53,1,10,2,1804,0,1,0,50,7,0,1
1,27,4,6,4,843,0,1,0,50,7,0,1
0,50,4,7,4,675,-3,0,0,50,7,0,1
1,30,4,9,1,3424,0,1,0,80,12,0,1
1,29,4,10,1,3246,-3,0,0,80,12,0,1
1,29,4,11,2,2292,6,1,0,80,12,0,1
1,28,4,8,4,477,-5,1,0,80,12,0,1
1,22,4,4,2,1874,0,0,0,71,22,0,0
1,21,4,3,2,1804,3,0,0,71,22,0,0
1,44,4,8,1,3285,-7,1,0,61,7,0,0
1,50,4,9,1,2785,4,0,0,61,7,0,0
1,39,4,3,2,2448,-7,1,0,61,7,0,0
1,43,4,2,2,1988,-4,1,0,61,7,0,0
1,36,2,5,2,1803,-1,1,0,61,7,0,0
1,29,4,10,4,859,-2,0,0,61,7,0,0
1,35,4,3,1,2951,0,1,0,63,9,0,0
1,47,4,2,2,2586,3,1,0,63,9,0,0
1,45,4,8,2,2403,6,1,0,63,9,0,0
1,24,4,4,2,1822,-9,0,0,63,9,0,0
1,30,4,5,4,745,13,1,0,63,9,0,0
0,37,4,6,1,3182,0,0,0,69,7,0,1
1,52,4,6,2,2397,7,1,0,69,7,0,1
1,31,4,4,2,2190,0,0,0,76,7,0,1
0,46,1,10,2,1811,-3,1,0,76,7,0,1
1,42,4,4,2,2568,-14,0,1,70,0,0,0
1,23,1,5,2,1802,-11,0,1,70,0,0,0
1,35,4,13,4,6,0,1,1,70,0,0,0
1,43,4,3,1,3390,0,0,1,70,0,0,0
1,31,4,13,1,3046,3,0,1,70,0,0,0
1,45,4,9,2,1988,-1,0,1,70,0,0,0
1,36,4,5,2,1803,2,0,1,70,0,0,0
1,40,4,10,2,2586,14,1,0,63,8,1,1
1,27,4,4,2,2000,10,1,0,63,8,1,1
0,46,4,7,3,1662,-13,0,0,63,8,1,1
1,37,4,18,4,836,-29,0,0,63,8,1,1
0,36,4,5,1,3300,0,0,0,55,25,0,0
1,41,4,8,2,2424,-7,0,0,55,25,0,0
1,20,4,2,2,1804,-3,1,0,55,25,0,0
1,30,4,12,4,643,7,1,0,55,25,0,0
1,26,4,8,1,3226,0,0,0,73,3,0,1
1,38,4,5,4,241,-10,1,0,73,3,0,1
1,19,3,1,4,9,0,0,0,73,3,0,1
1,33,4,6,2,2171,-21,0,0,63,24,0,1
0,33,4,4,3,1360,18,1,0,63,24,0,1
1,42,4,8,3,1061,18,1,0,63,24,0,1
1,31,4,5,4,481,21,1,0,63,24,0,1
1,27,3,9,2,1807,-7,1,0,57,7,0,1
1,30,4,2,4,672,-11,1,0,57,7,0,1
1,24,4,6,2,2079,0,0,1,70,0,0,0
1,40,2,10,2,1806,-3,1,1,70,0,0,0
0,51,4,4,3,923,14,0,1,70,0,0,0
1,24,4,6,3,1418,-7,0,0,48,7,0,0
1,20,3,3,4,8,-3,1,0,48,7,0,0
1,42,4,4,5,459,0,0,0,48,7,0,0
1,27,4,1,1,2964,0,1,0,40,2,0,1
1,24,4,6,2,2438,3,1,0,40,2,0,1
1,20,4,2,3,1452,20,1,0,40,2,0,1
1,45,4,11,4,900,17,1,0,40,2,0,1
1,37,4,14,4,285,20,1,0,40,2,0,1
1,28,4,10,1,2942,7,1,0,59,3,0,1
1,37,4,5,2,1883,-17,0,0,59,3,0,1
1,25,4,7,3,1506,-14,0,0,59,3,0,1
1,46,4,13,3,952,-3,1,0,59,3,0,1
1,34,4,5,4,269,0,0,0,59,3,0,1
0,39,4,3,2,2154,-7,0,0,56,9,0,1
0,58,1,10,2,1802,0,1,0,56,9,0,1
1,33,4,4,4,777,-7,1,0,56,9,0,1
1,29,4,6,4,56,-3,0,0,56,9,0,1
0,52,4,2,4,8,0,1,0,56,9,0,1
1,41,4,17,2,2253,14,0,0,53,0,0,1
0,47,4,12,4,761,-17,1,0,53,0,0,1
1,33,4,8,4,349,-17,1,0,53,0,0,1
0,32,4,14,2,2024,-7,0,0,60,14,0,1
1,31,3,13,2,1805,7,1,0,60,14,0,1
1,21,4,3,4,394,-10,0,0,60,14,0,1
0,55,4,2,2,2311,-14,0,1,70,0,0,0
0,39,4,4,2,1818,21,1,1,70,0,0,0
1,24,4,5,1,2850,7,0,1,70,0,0,0
1,44,4,8,2,2169,-4,0,1,70,0,0,0
1,39,4,8,3,1511,1,1,1,70,0,0,0
1,38,4,20,4,826,4,1,1,70,0,0,0
1,21,4,2,2,2330,-7,0,0,46,7,0,1
1,43,3,10,2,1803,11,1,0,46,7,0,1
1,33,1,10,4,3,0,1,0,46,7,0,1
1,41,4,10,2,2620,-7,1,0,72,16,0,1
0,44,4,3,3,1386,4,0,0,72,16,0,1
1,31,4,5,1,3458,0,1,0,44,0,0,1
1,20,4,1,4,749,11,0,0,44,0,0,1
0,24,4,3,4,208,14,0,0,44,0,0,1
1,36,4,18,2,2542,14,1,1,70,0,0,0
1,28,4,5,2,2214,-17,0,1,70,0,0,0
1,30,4,10,2,2107,-14,0,1,70,0,0,0
1,47,4,11,3,1477,11,1,1,70,0,0,0
1,45,4,7,3,1259,-14,0,1,70,0,0,0
1,41,4,16,3,1139,-11,0,1,70,0,0,0
1,23,4,2,4,30,8,1,1,70,0,0,0
1,33,4,3,1,3388,0,1,1,70,0,0,0
0,50,4,4,2,2693,-14,0,0,68,3,0,1
1,28,4,3,3,1183,-21,0,0,68,3,0,1
0,46,1,10,2,1806,14,0,0,57,3,0,0
1,24,4,6,4,393,-7,1,0,57,3,0,0
1,19,4,1,1,2936,0,0,0,60,4,0,0
0,41,4,8,2,2218,3,0,0,60,4,0,0
1,50,4,8,4,687,11,1,0,60,4,0,0
1,48,4,9,1,2912,14,0,1,70,0,0,0
1,34,4,8,1,2767,17,0,1,70,0,0,0
1,24,4,6,2,2462,-20,1,1,70,0,0,0
1,36,4,14,2,1891,-17,1,1,70,0,0,0
1,48,4,16,2,2052,7,0,1,70,0,0,0
0,49,4,2,1,3213,0,0,1,70,0,1,1
0,40,4,6,1,2958,0,1,1,70,0,1,1
1,23,4,5,2,2364,0,0,1,70,0,1,1
1,46,4,4,2,1912,4,1,1,70,0,1,1
1,40,4,3,2,1821,7,1,1,70,0,1,1
1,39,4,1,4,479,-3,0,1,70,0,1,1
1,46,1,10,4,4,0,0,1,70,0,1,1
1,51,4,4,1,2838,-7,1,0,43,3,0,1
1,34,4,12,2,2461,11,0,0,43,3,0,1
1,20,4,1,2,1863,21,0,0,43,3,0,1
1,33,4,8,1,2778,0,1,0,46,3,0,0
0,34,4,4,4,490,-3,0,0,46,3,0,0
1,39,4,6,4,144,-3,0,0,46,3,0,0
1,44,4,2,1,3173,-7,1,0,45,5,0,1
1,37,4,19,2,2035,4,0,0,45,5,0,1
1,24,4,2,3,1308,-7,1,0,45,5,0,1
1,28,4,7,4,107,5,0,0,45,5,0,1
0,43,4,3,1,3415,0,0,0,51,6,0,1
0,42,4,5,2,1928,7,1,0,51,6,0,1
1,41,4,3,3,1451,-7,0,0,51,6,0,1
0,34,4,5,4,690,4,1,0,51,6,0,1
1,32,4,7,1,2941,0,0,0,50,7,1,0
0,42,4,5,3,1475,6,0,0,61,18,0,1
1,19,4,1,3,1222,6,0,0,61,18,0,1
1,31,4,9,4,433,-9,1,0,61,18,0,1
0,50,4,10,2,2079,-14,0,0,77,8,0,1
1,47,4,21,3,1038,-28,0,0,77,8,0,1
1,41,4,2,1,2994,0,0,0,50,10,0,0
1,21,4,2,2,1837,-3,1,0,50,10,0,0
1,35,4,9,3,1390,14,1,0,50,10,0,0
1,33,4,7,3,990,17,1,0,50,10,0,0
1,41,4,10,1,2762,0,0,0,80,4,1,1
1,35,4,8,2,2419,-3,1,0,80,4,1,1
1,48,4,12,2,1871,-7,1,0,80,4,1,1
0,44,4,5,4,444,5,1,0,80,4,1,1
1,35,4,2,1,3184,0,0,0,55,2,0,1
1,24,4,5,2,1845,-4,0,0,55,2,0,1
0,48,4,30,4,785,-8,0,0,55,2,0,1
1,28,4,7,2,2674,0,1,0,52,20,1,1
1,22,3,4,2,1805,-3,0,0,52,20,1,1
1,40,4,8,3,1587,0,1,0,52,20,1,1
1,48,4,15,3,1244,3,1,0,52,20,1,1
1,25,4,3,2,2618,7,0,0,41,3,0,0
1,19,4,1,2,2274,-10,1,0,41,3,0,0
0,52,4,15,2,2583,7,1,0,61,0,0,0
0,48,4,4,3,1203,0,0,0,61,0,0,0
1,23,4,5,1,3017,-7,0,0,38,13,0,0
1,29,4,6,2,2700,-4,0,0,38,13,0,0
1,21,4,3,2,1880,8,1,0,38,13,0,0
1,32,1,10,2,1806,11,1,0,38,13,0,0
1,36,4,3,4,859,7,1,0,38,13,0,0
1,20,4,2,1,3140,-7,1,1,70,0,0,0
1,34,4,7,1,2753,-10,1,1,70,0,0,0
0,48,4,6,2,2309,-7,1,1,70,0,0,0
1,32,1,10,2,1804,-21,1,1,70,0,0,0
1,25,4,1,1,3097,0,1,1,70,0,0,0
1,33,4,5,2,2488,4,0,1,70,0,0,0
1,32,4,4,2,1873,0,0,1,70,0,0,0
1,33,1,10,2,1803,-3,1,1,70,0,0,0
1,42,4,9,4,813,-7,0,1,70,0,0,0
1,19,4,1,2,1985,-7,1,0,55,20,0,1
0,22,4,1,3,1174,4,0,0,55,20,0,1
1,50,4,8,4,441,4,0,0,55,20,0,1
1,48,4,11,2,2366,-14,0,1,70,0,0,0
1,38,4,7,2,2186,-11,0,1,70,0,0,0
0,37,4,9,2,1842,8,1,1,70,0,0,0
1,31,1,10,2,1803,8,1,1,70,0,0,0
0,37,4,2,3,1451,-11,0,1,70,0,0,0
1,28,4,9,2,2011,0,0,0,63,22,0,1
1,20,4,3,2,1804,-3,1,0,63,22,0,1
1,46,4,12,3,1198,0,0,0,63,22,0,1
0,48,4,1,2,2222,0,0,0,18,7,1,1
1,32,4,2,2,1920,0,1,0,18,7,1,1
0,43,4,8,4,31,-1,1,0,18,7,1,1
1,22,4,3,1,2910,0,1,0,61,3,0,0
1,31,4,4,2,2356,-4,1,0,61,3,0,0
1,47,4,16,3,1591,1,0,0,61,3,0,0
1,42,4,7,3,1443,4,0,0,61,3,0,0
0,29,4,6,1,3308,0,0,0,35,14,0,1
1,28,4,6,2,1849,0,1,0,35,14,0,1
0,52,4,1,2,1813,-3,0,0,35,14,0,1
1,25,4,5,3,1344,-3,0,0,35,14,0,1
1,43,4,17,4,148,0,0,0,35,14,0,1
0,42,4,14,1,3126,-7,0,0,28,4,0,1
1,34,4,8,2,2571,-7,0,0,28,4,0,1
1,27,4,1,4,513,11,1,0,28,4,0,1
0,39,4,6,1,2731,-7,0,0,56,5,0,1
0,26,4,3,2,2277,-7,0,0,56,5,0,1
0,38,4,1,3,1608,0,1,0,56,5,0,1
0,38,4,10,3,1441,0,1,0,56,5,0,1
0,37,4,7,4,113,0,0,0,56,5,0,1
1,29,4,2,1,2739,-14,1,0,63.09586122945834,3.5179549604382676,0,1
0,41,3,4,2,1808,-11,1,0,63.09586122945834,3.5179549604382676,0,1
1,33,4,8,1,2827,0,1,0,38,15,0,1
1,36,4,9,2,2053,10,1,0,38,15,0,1
1,32,4,2,4,597,6,1,0,38,15,0,1
1,42,4,4,1,3374,0,0,1,70,0,0,0
1,33,4,3,2,2658,-4,0,1,70,0,0,0
1,45,4,13,3,1358,2,1,1,70,0,0,0
1,22,4,3,3,1100,5,1,1,70,0,0,0
1,31,4,2,4,604,8,1,1,70,0,0,0
1,36,4,9,4,317,11,1,1,70,0,0,0
1,50,4,10,2,2461,7,1,0,71,3,1,1
1,30,4,11,2,1871,10,1,0,71,3,1,1
1,47,4,6,2,2606,7,1,0,79,13,0,1
0,38,4,14,2,1857,-3,0,0,79,13,0,1
1,30,4,3,1,3396,0,0,1,70,0,0,0
1,50,4,27,1,3030,3,0,1,70,0,0,0
1,46,4,2,2,1985,20,0,1,70,0,0,0
1,25,4,7,2,1837,16,0,1,70,0,0,0
1,21,4,3,4,455,12,0,1,70,0,0,0
1,21,4,3,4,132,15,0,1,70,0,0,0
1,20,4,1,1,3258,0,1,0,56,7,0,0
0,53,4,10,2,2559,-3,0,0,56,7,0,0
1,41,4,3,2,1949,-3,0,0,56,7,0,0
1,22,3,4,2,1806,0,1,0,56,7,0,0
1,38,4,4,4,519,3,1,0,56,7,0,0
1,45,4,17,4,104,-1,1,0,56,7,0,0
1,24,2,6,4,2,-2,0,0,56,7,0,0
1,39,4,8,1,3234,-7,0,0,45,0,0,0
1,49,4,4,2,2537,-11,0,0,45,0,0,0
1,47,4,22,3,1515,12,0,0,45,0,0,0
1,21,4,3,3,1084,-15,1,0,45,0,0,0
0,43,4,10,1,3214,-7,0,0,58,9,1,1
1,23,4,4,2,1803,7,1,0,58,9,1,1
1,23,4,5,3,1215,10,1,0,58,9,1,1
1,31,4,13,4,570,-6,0,0,58,9,1,1
1,40,3,10,2,1806,-35,0,0,55,14,0,1
1,22,4,5,3,1603,32,1,0,55,14,0,1
1,45,4,12,3,1333,35,1,0,55,14,0,1
1,47,4,13,3,1101,38,1,0,55,14,0,1
1,22,4,4,4,682,41,1,0,55,14,0,1
1,41,4,8,1,3014,0,1,0,56,11,0,0
1,26,4,2,2,2419,3,1,0,56,11,0,0
1,25,4,7,4,134,19,1,0,56,11,0,0
1,27,4,3,1,3366,0,1,0,50,8,0,1
1,36,4,8,1,2769,-4,1,0,50,8,0,1
1,28,4,10,2,1817,-13,0,0,50,8,0,1
1,22,4,2,4,421,-3,0,0,50,8,0,1
1,53,4,20,2,2487,0,1,0,45,14,0,1
0,52,4,5,2,2041,3,1,0,45,14,0,1
0,38,4,18,3,1031,-3,0,0,45,14,0,1
1,46,4,3,3,1243,21,1,0,61,6,0,1
0,32,4,4,2,2073,-7,1,0,56,0,0,1
1,20,4,2,3,1431,-7,1,0,56,0,0,1
1,29,4,11,3,912,-4,1,0,56,0,0,1
1,36,4,3,4,120,-1,1,0,56,0,0,1
1,37,3,1,4,23,-2,0,0,56,0,0,1
0,60,1,10,4,4,-1,1,0,56,0,0,1
1,29,4,11,1,2986,0,1,1,70,0,0,0
1,51,4,8,1,2848,-3,0,1,70,0,0,0
1,52,4,5,2,1850,7,1,1,70,0,0,0
1,40,4,3,3,1379,-10,0,1,70,0,0,0
1,52,4,3,4,408,7,1,1,70,0,0,0
1,47,4,5,1,3399,0,1,1,70,0,0,0
1,45,4,15,1,3188,4,0,1,70,0,0,0
0,43,4,4,2,2118,0,0,1,70,0,0,0
1,20,4,2,3,1620,7,1,1,70,0,0,0
1,37,4,12,4,422,24,1,1,70,0,0,0
0,47,4,2,2,2493,-7,0,0,53,15,0,1
1,42,4,22,2,1909,-7,0,0,53,15,0,1
1,30,4,5,2,1835,4,1,0,53,15,0,1
1,25,4,6,3,1240,7,1,0,53,15,0,1
1,23,4,5,1,3255,0,1,0,31,10,1,0
0,45,4,10,1,2704,4,0,0,31,10,1,0
1,21,4,3,3,1149,10,1,0,31,10,1,0
1,37,4,11,4,658,20,1,0,31,10,1,0
1,31,4,13,1,3140,0,0,0,33,28,1,1
1,36,4,7,2,1861,10,0,0,33,28,1,1
1,36,4,6,3,1540,-13,1,0,33,28,1,1
1,28,4,5,4,646,-3,1,0,33,28,1,1
1,23,2,5,4,5,0,1,0,33,28,1,1
1,30,4,3,3,1600,7,0,0,53.37863282848956,2.4252967662709333,0,1
1,43,4,2,4,463,3,0,0,53.37863282848956,2.4252967662709333,0,1
1,44,4,2,4,116,6,0,0,53.37863282848956,2.4252967662709333,0,1
0,50,4,22,2,1941,7,1,0,37,10,0,1
1,27,4,2,4,103,0,1,0,37,10,0,1
1,20,4,1,3,1667,0,1,0,37,8,0,1
1,32,4,13,3,1179,-3,0,0,37,8,0,1
1,50,4,8,4,175,0,1,0,37,8,0,1
0,42,4,14,1,3323,0,1,0,62,0,0,0
1,34,4,7,1,2911,0,1,0,62,0,0,0
1,39,4,7,2,1841,-3,0,0,62,0,0,0
1,41,4,2,3,1538,0,1,0,62,0,0,0
1,44,4,5,3,1272,-3,0,0,62,0,0,0
1,46,4,10,1,3249,7,1,0,48,12,0,0
1,44,1,10,2,1803,17,1,0,48,12,0,0
1,27,4,8,3,1373,20,1,0,48,12,0,0
1,34,4,5,1,2847,0,1,0,34,12,0,1
1,43,4,6,3,1329,-3,0,0,34,12,0,1
1,41,4,10,4,381,-7,0,0,34,12,0,1
1,52,4,12,1,3003,0,0,1,70,0,0,0
0,48,4,17,2,1981,0,0,0,47,13,0,1
0,43,4,10,2,1824,0,1,0,47,13,0,1
1,38,4,2,3,1548,0,0,0,47,13,0,1
1,48,4,4,1,3347,0,1,1,70,0,0,0
0,38,4,4,1,3129,-3,0,1,70,0,0,0
1,32,4,3,2,2392,-4,1,1,70,0,0,0
1,31,4,9,3,1622,-1,1,1,70,0,0,0
1,33,4,10,3,1305,-2,0,1,70,0,0,0
1,28,4,5,4,223,1,0,1,70,0,0,0
0,34,4,12,1,2983,-7,1,0,74,0,0,1
1,44,4,13,2,2001,-21,1,0,74,0,0,1
1,22,4,4,4,63,-3,1,0,74,0,0,1
1,31,1,10,5,521,0,0,0,74,0,0,1
1,27,4,7,2,2175,7,1,0,53,6,0,1
1,20,4,3,2,1842,10,1,0,53,6,0,1
0,51,4,8,2,2613,0,1,0,69,8,0,1
0,30,4,12,2,2024,0,0,0,69,8,0,1
1,40,4,4,4,131,7,1,0,69,8,0,1
1,41,4,9,4,20,-10,0,0,69,8,0,1
1,24,4,7,1,3377,0,1,1,70,0,0,0
1,42,4,1,2,2588,-3,0,1,70,0,0,0
1,33,1,10,2,1805,0,1,1,70,0,0,0
0,31,4,6,3,1054,-10,0,1,70,0,0,0
0,33,4,1,4,248,10,1,1,70,0,0,0
1,24,4,2,2,2217,-14,1,0,19,22,0,0
1,23,4,2,2,1878,11,0,0,19,22,0,0
1,39,3,15,2,1805,14,0,0,19,22,0,0
1,21,4,1,4,782,17,0,0,19,22,0,0
1,33,4,4,4,335,20,0,0,19,22,0,0
1,37,4,16,2,2700,7,1,1,70,0,0,0
0,45,4,15,2,2065,3,1,1,70,0,0,0
1,21,4,4,2,1824,-3,0,1,70,0,0,0
1,38,3,7,5,759,0,1,1,70,0,0,0
0,46,4,4,4,369,1,0,0,37,4,0,1
1,27,1,9,2,1807,-21,0,0,15,10,0,1
1,39,4,6,4,338,32,1,0,15,10,0,1
0,42,4,1,1,2932,0,0,0,12,21,0,1
0,39,4,3,2,2229,0,1,0,12,21,0,1
1,43,4,2,4,854,-5,1,0,12,21,0,1
1,20,4,3,4,701,2,0,0,12,21,0,1
1,35,4,1,2,2619,-7,1,0,12,13,0,1
0,31,4,2,2,2135,-4,1,0,12,13,0,1
1,32,4,3,1,3217,0,1,1,70,0,0,0
1,23,4,2,2,1833,-4,1,1,70,0,0,0
1,30,4,5,2,1916,-7,1,0,52,7,0,1
1,37,4,2,4,683,7,1,0,64,13,0,1
0,38,4,9,4,365,-10,0,0,64,13,0,1
1,33,4,10,1,2724,-7,0,0,42,5,0,0
1,21,4,2,2,1818,3,0,0,42,5,0,0
1,22,4,4,3,1418,-6,1,0,42,5,0,0
1,36,4,10,3,1160,3,0,0,42,5,0,0
1,28,4,4,4,699,-1,0,0,42,5,0,0
0,39,4,3,2,2312,-7,1,0,18,30,1,1
1,21,4,3,1,3299,0,1,0,45,5,0,0
0,30,4,5,4,746,16,1,0,45,5,0,0
1,48,4,7,1,2811,7,1,0,75,10,0,1
0,41,2,10,2,1808,0,0,0,54,6,0,1
1,42,4,11,4,223,7,1,0,54,6,0,1
1,49,4,5,2,2690,0,0,0,55,0,0,1
1,25,4,7,2,2311,3,0,0,55,0,0,1
1,20,4,2,2,2164,6,0,0,55,0,0,1
1,26,4,8,3,1116,14,0,0,55,0,0,1
1,34,4,2,2,1803,0,1,0,46,3,0,0
0,52,4,11,4,456,-10,0,0,46,3,0,0
1,22,4,4,1,2715,2,1,1,70,0,0,0
1,25,4,7,2,2602,-5,0,1,70,0,0,0
1,20,4,2,2,2383,-2,0,1,70,0,0,0
1,23,4,5,2,2584,0,1,0,26,3,0,1
0,44,4,9,3,1046,-10,0,0,26,3,0,1
1,40,4,6,4,779,10,1,0,26,3,0,1
1,23,4,5,2,2211,7,0,0,54,18,0,1
1,31,4,3,3,1625,17,0,0,54,18,0,1
1,26,1,8,2,1805,7,0,0,50,15,1,1
1,31,4,3,1,2889,0,1,1,70,0,0,0
1,39,4,5,2,2153,10,1,1,70,0,0,0
1,34,1,10,2,1805,13,1,1,70,0,0,0
1,40,4,3,4,694,10,1,1,70,0,0,0
0,43,4,1,3,1381,0,0,0,55,0,0,1
1,51,4,4,4,12,0,1,0,55,0,0,1
